benchmark,cache_stream_prefetch_degree,droplet_duplicate_skips,droplet_edge_accesses,droplet_indirect_degree,droplet_indirect_issued,droplet_prefetch_degree,droplet_sideband_loaded,droplet_stride_issued,droplet_stride_table_size,ecg_charged,ecg_epoch_pack_bits,ecg_epoch_regions,ecg_epochs,ecg_epochs_effective,ecg_epochs_requested,ecg_isa_variant,ecg_isa_variant_requested,ecg_mode,ecg_pfx_delivery,ecg_pfx_duplicate_skips,ecg_pfx_hint_filter,ecg_pfx_invalid_target,ecg_pfx_issued,ecg_pfx_no_sideband,ecg_pfx_sideband_loaded,ecg_pfx_target_hints_seen,ecg_prefetch_lookahead,ecg_prefetch_mode,ecg_prefetch_window,ecg_record_bytes,ecg_record_replaces_edge,ecg_schedule_k,ecg_stream_adaptive,ecg_stream_bypass,ecg_variant_effective,ecg_variant_requested,edge_stream_bytes_per_edge,gem5_max_insts,graph_edge_bytes,instruction_cap,instructions,ipc,k2_area_mode,k2_baseline_l3_ways,k2_effective_l3_ways,k2_l3_ways_requested,l1_accesses,l1_l2_policy,l1_miss_rate,l1_misses,l1_policy,l1d_size,l2_accesses,l2_miss_rate,l2_misses,l2_policy,l2_size,l3_accesses,l3_effective_size,l3_effective_ways,l3_exercised,l3_miss_rate,l3_misses,l3_misses_with_overhead,l3_policy,l3_size,l3_ways,log_path,options,pf_evicted_before_use,pf_fillups,pf_invalidated_before_use,pf_issued,pf_useful,policy,policy_label,popt_effective_l3_size,popt_effective_l3_ways,popt_estimated_vertices,popt_matrix_active_columns,popt_matrix_bytes,popt_matrix_column_bytes,popt_matrix_fits,popt_matrix_stream_bytes,popt_matrix_stream_cache_lines,popt_matrix_stream_mode,popt_matrix_stream_requested,popt_overhead_charged,popt_requested_l3_size,popt_reserve_model,popt_reserved_bytes,popt_reserved_ways,prefetcher,prefetcher_level,property_regions,section,sim_ticks,simulator,sniper_address_domain,sniper_aslr_disabled,sniper_base_config,sniper_cache_warming,sniper_context_loaded,sniper_context_path,sniper_cores,sniper_cpi_base,sniper_cpi_branch,sniper_cpi_data_cache,sniper_cpi_data_dram,sniper_cpi_data_l1,sniper_cpi_data_l2,sniper_cpi_data_llc,sniper_cpi_sync,sniper_cpi_unknown,sniper_ecg_delivery,sniper_elapsed_time,sniper_extra_configs,sniper_frontend,sniper_fused_k2_bad_receipts,sniper_fused_k2_receipts,sniper_idle_elapsed_time,sniper_in_edges_path,sniper_k2_bad_bind_consumes,sniper_k2_bind_consumes,sniper_k2_delivery_trace_budget,sniper_l3_config_bytes,sniper_l3_config_kb,sniper_l3_config_ways,sniper_memory_limit_gb,sniper_metric_scope,sniper_mimicos_kernel_mb,sniper_mimicos_memory_mb,sniper_nonidle_elapsed_time,sniper_omp_wait_policy,sniper_out,sniper_out_edges_path,sniper_overlays_enabled,sniper_policy_config,sniper_popt_matrix_path,sniper_popt_matrix_required,sniper_rereference_loaded,sniper_roi_icount,sniper_root,sniper_runner,sniper_semantic_edge_limit,sniper_semantic_result,sniper_sideband_dir,sniper_simulator_binary,sniper_simulator_sha256,sniper_stream_bypass_reads,sniper_stream_bypass_writes,sniper_vertex_clock,sniper_workload,sniper_workload_binary,sniper_workload_sha256,stats_path,status,stream_prefetch_model_requested,structural_bypass,structure_prefetch_degree,threads,timing_caveat,timing_model,timing_valid_for_speedup
pr,0,0,0,16,0,1,0,0,64,1,32,contrib,65535,65535,65535,baseline,baseline,ECG_GRASP_POPT,explicit-hint,0,16,0,0,0,0,0,,,,0,0,0,0,0,rrip_first,rrip_first,4,0,4,0,2428053,3.0367218130043685e-06,equal_capacity,8,8,0,1175177,LRU,0.03724715510940054,43772,LRU,2kB,43772,0.3894727222882208,17048,LRU,4kB,17718,16kB,8,True,0.2710238175866351,4802,4802,ECG,16kB,8,/tmp/equivk_sniper_indexed_pr/logs/sniper_pr_ECG_ECG_GRASP_POPT_L316kB.log,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/email-Eu-core/email-Eu-core.sg -o 5 -n 1,0,0,0,0,0,ECG,ECG_ECG_GRASP_POPT,16kB,8,,0,0,0,1,0,0,none,analytic,0,16kB,fixed_one,0,0,none,l2,"scores,contrib",1,799563855208,sniper,virtual,1,graphbrew/graph_sniper,1,1,/tmp/snsb_9096fcd4b5cefb37/sniper_graphbrew_ctx.json,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4515676340.0,per-edge-extract,799563855208,,live,0,0,30110057814,/tmp/snsb_9096fcd4b5cefb37/sniper_graphbrew_in_edges.bin,0,0,0,16384,16,8,20.0,loads_only_cache_stats,128,4096,769453797394,passive,/tmp/equivk_sniper_indexed_pr/sniper/sniper_pr_ECG_ECG_GRASP_POPT_L316kB,/tmp/snsb_9096fcd4b5cefb37/sniper_graphbrew_out_edges.bin,1,ecg,/tmp/snsb_9096fcd4b5cefb37/sniper_popt_matrix.bin,0,0,0,/home/ab/Documents/00_github_repos/02_GraphBrew/bench/include/sniper_sim/snipersim,/home/ab/Documents/00_github_repos/02_GraphBrew/bench/include/sniper_sim/snipersim/run-sniper,0,1.23056,/tmp/snsb_9096fcd4b5cefb37,/home/ab/Documents/00_github_repos/02_GraphBrew/bench/include/sniper_sim/snipersim/lib/sniper,a14123fa9398d991e4833c09875ed6f7be2cec8971f0dde4f32a899e2cfed9e3,0,0,outer-vertex,sg_kernel,/home/ab/Documents/00_github_repos/02_GraphBrew/bench/bin_sniper/sg_kernel,7e20124ed66a74f86b3fde6566619d755befa227a5cb688f0062a939e3551cd0,/tmp/equivk_sniper_indexed_pr/sniper/sniper_pr_ECG_ECG_GRASP_POPT_L316kB/simulation/sim.stats,ok,n/a,unsupported,0,1,,simulated_target_time,1
