benchmark,droplet_indirect_degree,droplet_prefetch_degree,droplet_stride_table_size,ecg_build_s,ecg_mode,ecg_pfx_candidates,ecg_pfx_dedup_skips,ecg_pfx_delivery,ecg_pfx_encoded,ecg_pfx_hint_filter,ecg_pfx_no_candidate,ecg_pfx_table_miss,ecg_prefetch_lookahead,ecg_prefetch_mode,ecg_prefetch_window,ecg_runtime_duplicate,ecg_runtime_issued,ecg_runtime_no_target,ecg_vertices,final_graph,final_graph_path,final_job_id,final_kind,final_output_csv,final_output_detail,final_output_status,final_stage,json_path,l1_hit_rate,l1_hits,l1_l2_policy,l1_miss_rate,l1_misses,l1_policy,l1d_size,l2_hit_rate,l2_hits,l2_miss_rate,l2_misses,l2_policy,l2_size,l3_hit_rate,l3_hits,l3_miss_rate,l3_misses,l3_policy,l3_size,l3_ways,log_path,memory_accesses,options,pipeline_run_dir,pipeline_run_name,pipeline_source_csv,policy,policy_label,popt_charged_total_memory_traffic,popt_effective_l3_size,popt_effective_l3_ways,popt_estimated_vertices,popt_matrix_active_columns,popt_matrix_column_bytes,popt_matrix_stream_bytes,popt_matrix_stream_cache_lines,popt_overhead_charged,popt_requested_l3_size,popt_reserved_bytes,popt_reserved_ways,prefetch_cache_hits,prefetch_evicted_before_use,prefetch_fills,prefetch_pending,prefetch_requests,prefetch_useful,prefetcher,prefetcher_level,section,simulator,status,timing_caveat,timing_model,timing_valid_for_speedup,total_accesses,total_memory_traffic
bfs,16,1,64,0.036378,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_SRRIP_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,SRRIP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_SRRIP_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,SRRIP,SRRIP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.035073,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_GRASP_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,GRASP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_GRASP_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,GRASP,GRASP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.04443,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_POPT_CHARGED_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_POPT_CHARGED_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT_CHARGED,408204,256B,1,1632804,2,102051,26125056,408204,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.058489,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_POPT_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_POPT_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.044484,DBG_ONLY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_ECG_DBG_ONLY_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_ECG_DBG_ONLY_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_ONLY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.082232,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_ECG_DBG_PRIMARY_CHARGED_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_ECG_DBG_PRIMARY_CHARGED_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY_CHARGED,408204,256B,1,1632804,2,102051,26125056,408204,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.062697,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_ECG_DBG_PRIMARY_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_ECG_DBG_PRIMARY_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
bfs,16,1,64,0.063171,POPT_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/cache_sim/cache_sim_bfs_ECG_POPT_PRIMARY_L34kB.json,0.0,0,LRU,1.0,0,LRU,1kB,0.0,0,1.0,0,LRU,2kB,0.0,0,1.0,0,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/bfs/logs/cache_sim_bfs_ECG_POPT_PRIMARY_L34kB.log,0,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_POPT_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,0,0
sssp,16,1,64,0.040381,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_LRU_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,LRU,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_LRU_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,LRU,LRU,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.041078,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_SRRIP_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,SRRIP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_SRRIP_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,SRRIP,SRRIP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.04172,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_GRASP_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,GRASP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_GRASP_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,GRASP,GRASP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.063364,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_POPT_CHARGED_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_POPT_CHARGED_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT_CHARGED,408205,256B,1,1632804,2,102051,26125056,408204,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.042548,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_POPT_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_POPT_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.05604,DBG_ONLY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_ECG_DBG_ONLY_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_ECG_DBG_ONLY_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_ONLY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.04708,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_ECG_DBG_PRIMARY_CHARGED_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_ECG_DBG_PRIMARY_CHARGED_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY_CHARGED,408205,256B,1,1632804,2,102051,26125056,408204,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
