benchmark,droplet_indirect_degree,droplet_prefetch_degree,droplet_stride_table_size,ecg_build_s,ecg_mode,ecg_pfx_candidates,ecg_pfx_dedup_skips,ecg_pfx_delivery,ecg_pfx_encoded,ecg_pfx_hint_filter,ecg_pfx_no_candidate,ecg_pfx_table_miss,ecg_prefetch_lookahead,ecg_prefetch_mode,ecg_prefetch_window,ecg_runtime_duplicate,ecg_runtime_issued,ecg_runtime_no_target,ecg_vertices,final_graph,final_graph_path,final_job_id,final_kind,final_output_csv,final_output_detail,final_output_status,final_stage,json_path,l1_hit_rate,l1_hits,l1_l2_policy,l1_miss_rate,l1_misses,l1_policy,l1d_size,l2_hit_rate,l2_hits,l2_miss_rate,l2_misses,l2_policy,l2_size,l3_hit_rate,l3_hits,l3_miss_rate,l3_misses,l3_policy,l3_size,l3_ways,log_path,memory_accesses,options,pipeline_run_dir,pipeline_run_name,pipeline_source_csv,policy,policy_label,popt_charged_total_memory_traffic,popt_effective_l3_size,popt_effective_l3_ways,popt_estimated_vertices,popt_matrix_active_columns,popt_matrix_column_bytes,popt_matrix_stream_bytes,popt_matrix_stream_cache_lines,popt_overhead_charged,popt_requested_l3_size,popt_reserved_bytes,popt_reserved_ways,prefetch_cache_hits,prefetch_evicted_before_use,prefetch_fills,prefetch_pending,prefetch_requests,prefetch_useful,prefetcher,prefetcher_level,section,simulator,status,timing_caveat,timing_model,timing_valid_for_speedup,total_accesses,total_memory_traffic
sssp,16,1,64,0.055784,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_ECG_DBG_PRIMARY_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_ECG_DBG_PRIMARY_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
sssp,16,1,64,0.061243,POPT_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,1632804,soc-pokec,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg,10_cache_sim_large_replacement_soc-pokec_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/cache_sim/cache_sim_sssp_ECG_POPT_PRIMARY_L34kB.json,0.0,0,LRU,1.0,1,LRU,1kB,0.0,0,1.0,1,LRU,2kB,0.0,0,1.0,1,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-pokec/sssp/logs/cache_sim_sssp_ECG_POPT_PRIMARY_L34kB.log,1,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-pokec/soc-pokec.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_POPT_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,1,1
pr,16,1,64,0.088853,,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_LRU_L34kB.json,0.473451,180664548,LRU,0.5265489999999999,200925916,LRU,1kB,0.052701,10588933,0.947299,190336983,LRU,2kB,0.065067,12384669,0.934933,177952314,LRU,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_LRU_L34kB.log,177952314,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,LRU,LRU,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,177952314
pr,16,1,64,0.065101,,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_SRRIP_L34kB.json,0.497123,189697525,LRU,0.502877,191892939,LRU,1kB,0.050435,9678140,0.949565,182214799,LRU,2kB,0.069041,12580271,0.930959,169634528,SRRIP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_SRRIP_L34kB.log,169634528,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,SRRIP,SRRIP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,169634528
pr,16,1,64,0.075187,,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_GRASP_L34kB.json,0.501238,191267609,LRU,0.49876200000000004,190322855,LRU,1kB,0.049907,9498363,0.950093,180824492,LRU,2kB,0.008454,1528625,0.991546,179295867,GRASP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_GRASP_L34kB.log,179295867,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,GRASP,GRASP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,179295867
pr,16,1,64,0.137948,,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_POPT_CHARGED_L34kB.json,0.503525,192140209,LRU,0.496475,189450255,LRU,1kB,0.050684,9602027,0.949316,179848228,LRU,2kB,2.6e-05,4653,0.999974,179843575,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_POPT_CHARGED_L34kB.log,179843575,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT_CHARGED,181055471,256B,1,4847571,2,302974,77561344,1211896,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,179843575
pr,16,1,64,0.095954,,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_POPT_L34kB.json,0.508118,193893055,LRU,0.49188200000000004,187697409,LRU,1kB,0.044745,8398582,0.955255,179298827,LRU,2kB,0.026927,4827976,0.973073,174470851,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_POPT_L34kB.log,174470851,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,174470851
pr,16,1,64,0.103843,DBG_ONLY,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_ECG_DBG_ONLY_L34kB.json,0.503995,192319705,LRU,0.49600500000000003,189270759,LRU,1kB,0.050947,9642725,0.949053,179628034,LRU,2kB,0.00887,1593242,0.99113,178034792,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_ECG_DBG_ONLY_L34kB.log,178034792,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_ONLY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,178034792
pr,16,1,64,0.087348,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_ECG_DBG_PRIMARY_CHARGED_L34kB.json,0.505415,192861611,LRU,0.49458500000000005,188728853,LRU,1kB,0.049947,9426523,0.950053,179302330,LRU,2kB,2.3e-05,4153,0.999977,179298177,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_ECG_DBG_PRIMARY_CHARGED_L34kB.log,179298177,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY_CHARGED,180510073,256B,1,4847571,2,302974,77561344,1211896,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,179298177
pr,16,1,64,0.107049,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_ECG_DBG_PRIMARY_L34kB.json,0.507175,193532985,LRU,0.49282499999999996,188057479,LRU,1kB,0.050065,9415088,0.949935,178642391,LRU,2kB,0.010569,1888095,0.989431,176754296,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_ECG_DBG_PRIMARY_L34kB.log,176754296,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,176754296
pr,16,1,64,0.099761,POPT_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,171404948,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_pr,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/cache_sim/cache_sim_pr_ECG_POPT_PRIMARY_L34kB.json,0.50815,193905340,LRU,0.49185,187685124,LRU,1kB,0.045537,8546660,0.954463,179138464,LRU,2kB,0.027601,4944340,0.972399,174194124,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/pr/logs/cache_sim_pr_ECG_POPT_PRIMARY_L34kB.log,174194124,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -i 2,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_POPT_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,381590464,174194124
bfs,16,1,64,0.066066,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_LRU_L34kB.json,0.81102,34384284,LRU,0.18898000000000004,8012042,LRU,1kB,0.061993,496688,0.938007,7515354,LRU,2kB,0.072982,548485,0.927018,6966869,LRU,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_LRU_L34kB.log,6966869,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,LRU,LRU,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396326,6966869
bfs,16,1,64,0.069012,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_SRRIP_L34kB.json,0.813237,34478279,LRU,0.186763,7918046,LRU,1kB,0.06332,501370,0.93668,7416676,LRU,2kB,0.071681,531635,0.928319,6885041,SRRIP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_SRRIP_L34kB.log,6885041,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,SRRIP,SRRIP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396325,6885041
bfs,16,1,64,0.071885,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_GRASP_L34kB.json,0.809095,34302653,LRU,0.190905,8093673,LRU,1kB,0.069433,561969,0.930567,7531704,LRU,2kB,0.006617,49837,0.993383,7481867,GRASP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_GRASP_L34kB.log,7481867,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,GRASP,GRASP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396326,7481867
