benchmark,cache_stream_prefetch_degree,dram_avg_read_bw_mibs,dram_avg_write_bw_mibs,dram_bus_util_pct,dram_bus_util_read_pct,dram_bus_util_write_pct,dram_bw_total_bytes_per_s,dram_offchip_bytes,dram_peak_bw_mibs,dram_read_bytes,dram_read_requests,dram_write_bytes,dram_write_requests,droplet_indirect_degree,droplet_prefetch_degree,droplet_stride_table_size,ecg_charged,ecg_compact_isa_active,ecg_epoch_pack_bits,ecg_epoch_regions,ecg_epochs,ecg_epochs_effective,ecg_epochs_requested,ecg_isa_variant,ecg_isa_variant_requested,ecg_mode,ecg_pfx_delivery,ecg_pfx_hint_filter,ecg_prefetch_lookahead,ecg_prefetch_mode,ecg_prefetch_window,ecg_receipt_bytes_per_edge,ecg_record_bytes,ecg_record_replaces_edge,ecg_schedule_k,ecg_stream_adaptive,ecg_stream_bypass,ecg_variant_effective,ecg_variant_requested,edge_stream_bytes_per_edge,final_comparison_config_hash,final_expected_policy_labels,final_graph,final_graph_path,final_job_id,final_kind,final_matrix_config_hash,final_matrix_id,final_output_csv,final_output_detail,final_output_status,final_scaling_series_id,final_shard_group,final_stage,gem5_compact_fused_active,gem5_compact_k2m_streamshield_active,gem5_compact_k2m_streamshield_requested,gem5_config_expected_sha256,gem5_context_path,gem5_cpu_type,gem5_ecg_context_id,gem5_ecg_delivery,gem5_ecg_epoch_channel,gem5_ecg_pfx_experimental,gem5_guest_expected_sha256,gem5_guest_staged_path,gem5_guest_staged_sha256,gem5_in_edges_path,gem5_k2_accept_epoch_states,gem5_k2_accept_metadata_values,gem5_k2_accept_record_epoch_pairs,gem5_k2_accepts_per_traced_request,gem5_k2_binding_model,gem5_k2_coalesced_line_accepts,gem5_k2_delivery_trace_limit,gem5_k2_delivery_trace_saturated,gem5_k2_duplicate_accepts,gem5_k2_duplicate_request_receipts,gem5_k2_exact_request_bound,gem5_k2_exact_vertex_accepts,gem5_k2_mailbox_accepts,gem5_k2_nonzero_epoch_accepts,gem5_k2_payload_discriminating,gem5_k2_request_accepts,gem5_k2_request_bad_receipts,gem5_k2_request_conflicts,gem5_k2_request_epoch_states,gem5_k2_request_line_bytes,gem5_k2_request_metadata_values,gem5_k2_request_receipts,gem5_k2_request_record_epoch_pairs,gem5_k2_request_trace_events,gem5_k2_request_trace_max_seq,gem5_max_insts,gem5_metadata_fatal,gem5_opt_expected_sha256,gem5_out,gem5_out_edges_path,gem5_popt_matrix_path,gem5_sideband_dir,gem5_stats_sections_seen,gem5_stream_adaptive_active,gem5_stream_bypass_all_events,gem5_stream_bypass_range_events,gem5_stream_bypass_request_flag_bad_size_events,gem5_stream_bypass_request_flag_events,gem5_stream_bypass_request_flag_size4_events,gem5_stream_bypass_trace_events,gem5_stream_bypass_trace_limit,gem5_stream_bypass_trace_saturated,gem5_variant_dueling_receipt,gem5_variant_effective_receipt,gem5_variant_requested_receipt,graph_edge_bytes,graph_expected_sha256,instruction_cap,ipc,k2_area_mode,k2_baseline_l3_ways,k2_effective_l3_ways,k2_l3_ways_requested,l1_accesses,l1_l2_policy,l1_miss_rate,l1_misses,l1d_size,l2_accesses,l2_miss_rate,l2_misses,l2_size,l3_accesses,l3_data_hits,l3_data_misses,l3_effective_size,l3_effective_ways,l3_exercised,l3_miss_rate,l3_misses,l3_misses_with_overhead,l3_size,l3_ways,log_path,options,per_core_l3_size,pipeline_run_dir,pipeline_run_name,pipeline_source_csv,policy,policy_label,popt_effective_l3_size,popt_effective_l3_ways,popt_estimated_vertices,popt_matrix_active_columns,popt_matrix_bytes,popt_matrix_column_bytes,popt_matrix_fits,popt_matrix_stream_bytes,popt_matrix_stream_cache_lines,popt_matrix_stream_mode,popt_matrix_stream_requested,popt_overhead_charged,popt_requested_l3_size,popt_reserve_model,popt_reserved_bytes,popt_reserved_ways,pr_iterations,pr_result_matched,pr_score_checksum,pr_semantic_edges,prefetcher,prefetcher_level,property_regions,proposal_path_active,roi_cpi,roi_cycles,roi_insts,section,sim_ticks,simulator,sniper_roi_icount,stats_path,status,stream_prefetch_model_requested,structural_bypass,structure_prefetch_degree,timing_caveat,timing_model,timing_valid_for_speedup
pr,0,499.557419,56.951958,2.9,2.6,0.3,570036544,423424,19207.0,381632,5963,41792,653,16,1,64,1,0,64,contrib,32,32,32,mask,mask,ECG_GRASP_POPT,explicit-hint,16,,,,8.0,8,1,2,0,0,epoch_first,adaptive,8,bf5d16fc4e43188aa6414c1340b080d179b19940b7b5b08c9959cfdb447c4550,"[""ECG_K2"",""ECG_K2_LRU_STREAMSHIELD"",""ECG_K2_STREAMSHIELD""]",kron_s12_k4,,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,roi_matrix,5596c00bdc2b812d4be885b4187cc0cd8f7b34e0b3a89611891bc4ece095af2f,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/roi_matrix.csv,3 ok rows,ok,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,proposal_o3_verifier_live,60_gem5_proposal_k2m_o3,0,0,0,aecb5c1145099dc1cc2e764f3085e3880bca231a268424c89d43c6ad8b33ad45,/tmp/gbsb_3872c3bf207e91fa/gem5_graphbrew_ctx.json,O3,runtime-monotonic,ecg.k2.mload,csr,0,4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/.validated_inputs/pr_riscv_m5ops.4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,/tmp/gbsb_3872c3bf207e91fa/gem5_graphbrew_in_edges.bin,0,0,0,,request,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,-1,0,0,ce04fa2572c0ad206489d4862d6f02ec8875da8927ebab58eae6e581e293a5f2,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/gem5/gem5_pr_ECG_K2_L332kB,/tmp/gbsb_3872c3bf207e91fa/gem5_graphbrew_out_edges.bin,/tmp/gbsb_3872c3bf207e91fa/gem5_popt_matrix.bin,/tmp/gbsb_3872c3bf207e91fa,2,0,0,0,0,0,0,0,0,0,0,1,epoch_first,4,,0,0.678159,equal_capacity,8,8,0,347338,LRU,0.090883,31567,4kB,16482,0.585184,9645,8kB,9618,3681,5937,32kB,8,True,0.6172800998128509,5937,5937,32kB,8,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/logs/gem5_pr_ECG_K2_L332kB.log,-g 12 -k 4 -o 5 -n 1 -i 1,32kB,/tmp/proposal_o3_verifier_live,proposal_o3_verifier_live,/tmp/proposal_o3_verifier_live/combined_roi_matrix.csv,ECG,ECG_K2,32kB,8,,0,0,0,1,0,0,none,analytic,0,32kB,size_correct,0,0,1,1,38e72dd1fb6fd9d9,28718,none,l2,"scores,contrib",0,1.474581,1485603,1007475,1,742801500,gem5,0,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/gem5/gem5_pr_ECG_K2_L332kB/stats.txt,ok,n/a,unsupported,0,Non-StreamShield wide-record K2 semantic anchor; it is width-unmatched and is not a StreamShield control or performance evidence.,mechanism_semantic_anchor,0
pr,0,419.864969,72.531117,2.56,2.19,0.38,500056955,259008,19207.0,221056,3454,37952,593,16,1,64,1,0,64,contrib,32,32,32,mask,mask,ECG_GRASP_POPT,explicit-hint,16,,,,4.0,4,1,2,0,1,lru_only,lru_only,4,bf5d16fc4e43188aa6414c1340b080d179b19940b7b5b08c9959cfdb447c4550,"[""ECG_K2"",""ECG_K2_LRU_STREAMSHIELD"",""ECG_K2_STREAMSHIELD""]",kron_s12_k4,,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,roi_matrix,5596c00bdc2b812d4be885b4187cc0cd8f7b34e0b3a89611891bc4ece095af2f,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/roi_matrix.csv,3 ok rows,ok,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,proposal_o3_verifier_live,60_gem5_proposal_k2m_o3,0,1,1,aecb5c1145099dc1cc2e764f3085e3880bca231a268424c89d43c6ad8b33ad45,/tmp/gbsb_b7dd4d0801efea72/gem5_graphbrew_ctx.json,O3,runtime-monotonic,ecg.stream.load2.compact+ecg.k2.mload.f32,csr,0,4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/.validated_inputs/pr_riscv_m5ops.4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,/tmp/gbsb_b7dd4d0801efea72/gem5_graphbrew_in_edges.bin,5,7,5,0.19140625,request,137,2048,1,0,0,1,255,0,10,1,392,0,0,5,64,7,2048,5,2048,2047,0,0,ce04fa2572c0ad206489d4862d6f02ec8875da8927ebab58eae6e581e293a5f2,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/gem5/gem5_pr_ECG_K2_LRU_STREAMSHIELD_L332kB,/tmp/gbsb_b7dd4d0801efea72/gem5_graphbrew_out_edges.bin,/tmp/gbsb_b7dd4d0801efea72/gem5_popt_matrix.bin,/tmp/gbsb_b7dd4d0801efea72,2,0,1795,0,0,1795,1795,1795,2048,0,0,6,lru_only,4,,0,0.559546,equal_capacity,8,8,0,216581,LRU,0.1407,30473,4kB,13469,0.521271,7021,8kB,7000,3566,3434,32kB,8,True,0.49057142857142855,3434,3434,32kB,8,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/logs/gem5_pr_ECG_K2_LRU_STREAMSHIELD_L332kB.log,-g 12 -k 4 -o 5 -n 1 -i 1,32kB,/tmp/proposal_o3_verifier_live,proposal_o3_verifier_live,/tmp/proposal_o3_verifier_live/combined_roi_matrix.csv,ECG,ECG_K2_LRU_STREAMSHIELD,32kB,8,,0,0,0,1,0,0,none,analytic,0,32kB,size_correct,0,0,1,1,38e72dd1fb6fd9d9,28718,none,l2,"scores,contrib",1,1.787162,1035914,579642,1,517957000,gem5,0,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/gem5/gem5_pr_ECG_K2_LRU_STREAMSHIELD_L332kB/stats.txt,ok,n/a,unsupported,0,"Synthetic compact StreamShield plus K2-M O3 correctness gate; this row is not performance evidence. Exact binding is attested for 392 accepted LLC deliveries (255 exact-vertex, 137 same-line coalesced) observed within the first 2048 traced K2 requests; request-count coverage is not claimed. Accept traces are emitted only after the simulator dest-line guard; non-accepted traced requests are unclassified (inner-cache hit or guard rejection).",mechanism_probe_exact_request,0
pr,0,419.136255,73.037849,2.56,2.18,0.38,499194605,259392,19207.0,221440,3460,37952,593,16,1,64,1,0,64,contrib,32,32,32,mask,mask,ECG_GRASP_POPT,explicit-hint,16,,,,4.0,4,1,2,0,1,epoch_first,adaptive,4,bf5d16fc4e43188aa6414c1340b080d179b19940b7b5b08c9959cfdb447c4550,"[""ECG_K2"",""ECG_K2_LRU_STREAMSHIELD"",""ECG_K2_STREAMSHIELD""]",kron_s12_k4,,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,roi_matrix,5596c00bdc2b812d4be885b4187cc0cd8f7b34e0b3a89611891bc4ece095af2f,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/roi_matrix.csv,3 ok rows,ok,60_gem5_proposal_k2m_o3_kron_s12_k4_pr,proposal_o3_verifier_live,60_gem5_proposal_k2m_o3,0,1,1,aecb5c1145099dc1cc2e764f3085e3880bca231a268424c89d43c6ad8b33ad45,/tmp/gbsb_d91137058b7aff67/gem5_graphbrew_ctx.json,O3,runtime-monotonic,ecg.stream.load2.compact+ecg.k2.mload.f32,csr,0,4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/.validated_inputs/pr_riscv_m5ops.4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,4886bf1e6501ccfb2ab8dba8828bd7d1a9a0aff000b142154e6587a67b740f93,/tmp/gbsb_d91137058b7aff67/gem5_graphbrew_in_edges.bin,5,7,5,0.1904296875,request,135,2048,1,0,0,1,255,0,10,1,390,0,0,5,64,7,2048,5,2048,2047,0,0,ce04fa2572c0ad206489d4862d6f02ec8875da8927ebab58eae6e581e293a5f2,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/gem5/gem5_pr_ECG_K2_STREAMSHIELD_L332kB,/tmp/gbsb_d91137058b7aff67/gem5_graphbrew_out_edges.bin,/tmp/gbsb_d91137058b7aff67/gem5_popt_matrix.bin,/tmp/gbsb_d91137058b7aff67,2,0,1795,0,0,1795,1795,1795,2048,0,0,1,epoch_first,4,,0,0.557755,equal_capacity,8,8,0,216580,LRU,0.140645,30461,4kB,13467,0.521348,7021,8kB,7000,3560,3440,32kB,8,True,0.49142857142857144,3440,3440,32kB,8,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/logs/gem5_pr_ECG_K2_STREAMSHIELD_L332kB.log,-g 12 -k 4 -o 5 -n 1 -i 1,32kB,/tmp/proposal_o3_verifier_live,proposal_o3_verifier_live,/tmp/proposal_o3_verifier_live/combined_roi_matrix.csv,ECG,ECG_K2_STREAMSHIELD,32kB,8,,0,0,0,1,0,0,none,analytic,0,32kB,size_correct,0,0,1,1,38e72dd1fb6fd9d9,28718,none,l2,"scores,contrib",1,1.792903,1039242,579642,1,519621000,gem5,0,/tmp/proposal_o3_verifier_live/matrices/60_gem5_proposal_k2m_o3/kron_s12_k4/pr/gem5/gem5_pr_ECG_K2_STREAMSHIELD_L332kB/stats.txt,ok,n/a,unsupported,0,"Synthetic compact StreamShield plus K2-M O3 correctness gate; this row is not performance evidence. Exact binding is attested for 390 accepted LLC deliveries (255 exact-vertex, 135 same-line coalesced) observed within the first 2048 traced K2 requests; request-count coverage is not claimed. Accept traces are emitted only after the simulator dest-line guard; non-accepted traced requests are unclassified (inner-cache hit or guard rejection).",mechanism_probe_exact_request,0
